,id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
49,0yB4jrSwN0bFtFRDR5vyMj,LOVE SHOT– The 5th Album Repackage,Love Shot,EXO,False,75,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,audio_features,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,https://api.spotify.com/v1/tracks/0yB4jrSwN0bFtFRDR5vyMj,https://api.spotify.com/v1/audio-analysis/0yB4jrSwN0bFtFRDR5vyMj,200306,4
50,0Oqc0kKFsQ6MhFOLBNZIGX,Norman Fucking Rockwell!,Doin' Time,Lana Del Rey,True,75,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,audio_features,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/tracks/0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/audio-analysis/0Oqc0kKFsQ6MhFOLBNZIGX,202193,4
51,1YMBg7rOjxzbya0fPOYfNX,A Different Way (with Lauv),A Different Way (with Lauv),"DJ Snake, Lauv",False,67,0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996,audio_features,spotify:track:1YMBg7rOjxzbya0fPOYfNX,https://api.spotify.com/v1/tracks/1YMBg7rOjxzbya0fPOYfNX,https://api.spotify.com/v1/audio-analysis/1YMBg7rOjxzbya0fPOYfNX,198286,4
52,67C8NRYbI2XwiYilezmxZQ,The Book of Us : Entropy,Not Mine,DAY6,False,55,0.603,0.595,1,-2.727,0,0.0349,0.0998,0.0,0.0573,0.645,85.01,audio_features,spotify:track:67C8NRYbI2XwiYilezmxZQ,https://api.spotify.com/v1/tracks/67C8NRYbI2XwiYilezmxZQ,https://api.spotify.com/v1/audio-analysis/67C8NRYbI2XwiYilezmxZQ,195684,4
53,66vUuzBvVOfMjWnsABs0jm,Youngblood (Deluxe),More,5 Seconds of Summer,False,60,0.577,0.863,7,-3.613,1,0.0374,0.000979,0.0,0.0989,0.182,92.039,audio_features,spotify:track:66vUuzBvVOfMjWnsABs0jm,https://api.spotify.com/v1/tracks/66vUuzBvVOfMjWnsABs0jm,https://api.spotify.com/v1/audio-analysis/66vUuzBvVOfMjWnsABs0jm,194128,4
54,4pi0Elz7B7cLfw37J3bYm9,The 1st Album 'XOXO' (Repackage),Growl,EXO,False,65,0.681,0.814,11,-2.83,0,0.0603,0.145,0.0,0.556,0.876,89.993,audio_features,spotify:track:4pi0Elz7B7cLfw37J3bYm9,https://api.spotify.com/v1/tracks/4pi0Elz7B7cLfw37J3bYm9,https://api.spotify.com/v1/audio-analysis/4pi0Elz7B7cLfw37J3bYm9,207053,4
55,1M86gMpkoaXg83hOdGGhCw,The Sailor,Vacant,Rich Brian,True,47,0.573,0.483,0,-9.313,0,0.141,0.74,6.92e-06,0.266,0.301,192.101,audio_features,spotify:track:1M86gMpkoaXg83hOdGGhCw,https://api.spotify.com/v1/tracks/1M86gMpkoaXg83hOdGGhCw,https://api.spotify.com/v1/audio-analysis/1M86gMpkoaXg83hOdGGhCw,152521,4
56,4BdGO1CaObRD4La9l5Zanz,Sacred Hearts Club,Sit Next to Me,Foster The People,False,74,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,audio_features,spotify:track:4BdGO1CaObRD4La9l5Zanz,https://api.spotify.com/v1/tracks/4BdGO1CaObRD4La9l5Zanz,https://api.spotify.com/v1/audio-analysis/4BdGO1CaObRD4La9l5Zanz,243147,4
57,0ZPMI8Gnz7p6omBBIOwiO9,A Little Wicked,A Little Wicked,Valerie Broussard,False,59,0.59,0.403,11,-10.806,0,0.0569,0.436,0.0,0.0662,0.321,77.032,audio_features,spotify:track:0ZPMI8Gnz7p6omBBIOwiO9,https://api.spotify.com/v1/tracks/0ZPMI8Gnz7p6omBBIOwiO9,https://api.spotify.com/v1/audio-analysis/0ZPMI8Gnz7p6omBBIOwiO9,210274,4
58,353IDEfNzPJmGNRnOi5kJ1,CALM,Wildflower,5 Seconds of Summer,False,3,0.643,0.768,6,-4.316,1,0.0455,0.174,0.0,0.469,0.597,108.992,audio_features,spotify:track:353IDEfNzPJmGNRnOi5kJ1,https://api.spotify.com/v1/tracks/353IDEfNzPJmGNRnOi5kJ1,https://api.spotify.com/v1/audio-analysis/353IDEfNzPJmGNRnOi5kJ1,220536,4
59,6KyMCzvrP5pGHFS1LgBaKZ,Remember Us : Youth Part 2,121U,DAY6,False,50,0.572,0.868,5,-3.888,1,0.128,0.0221,0.0,0.556,0.358,114.965,audio_features,spotify:track:6KyMCzvrP5pGHFS1LgBaKZ,https://api.spotify.com/v1/tracks/6KyMCzvrP5pGHFS1LgBaKZ,https://api.spotify.com/v1/audio-analysis/6KyMCzvrP5pGHFS1LgBaKZ,194386,4
60,3TfLZodlQ1TzNpdrc4KXR5,What a life - The 1st Mini Album,What a life,EXO-SC,False,56,0.862,0.782,5,-3.811,0,0.125,0.301,0.0,0.143,0.847,135.029,audio_features,spotify:track:3TfLZodlQ1TzNpdrc4KXR5,https://api.spotify.com/v1/tracks/3TfLZodlQ1TzNpdrc4KXR5,https://api.spotify.com/v1/audio-analysis/3TfLZodlQ1TzNpdrc4KXR5,203867,4
61,3FAclTFfvUuQYnEsptbK8w,Back To Black (Deluxe Edition),Back To Black,Amy Winehouse,True,75,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,audio_features,spotify:track:3FAclTFfvUuQYnEsptbK8w,https://api.spotify.com/v1/tracks/3FAclTFfvUuQYnEsptbK8w,https://api.spotify.com/v1/audio-analysis/3FAclTFfvUuQYnEsptbK8w,241293,4
62,2HXixVqzzm9rEUIMAWzshl,Up Your Alley,I Hate Myself for Loving You,Joan Jett & The Blackhearts,False,71,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,audio_features,spotify:track:2HXixVqzzm9rEUIMAWzshl,https://api.spotify.com/v1/tracks/2HXixVqzzm9rEUIMAWzshl,https://api.spotify.com/v1/audio-analysis/2HXixVqzzm9rEUIMAWzshl,246800,4
63,0DzB1tFmtrW5PU8tX9XijW,The Book of Us : Entropy,Deep in love,DAY6,False,51,0.661,0.816,7,-2.475,1,0.0348,0.0014,0.0,0.0707,0.397,110.032,audio_features,spotify:track:0DzB1tFmtrW5PU8tX9XijW,https://api.spotify.com/v1/tracks/0DzB1tFmtrW5PU8tX9XijW,https://api.spotify.com/v1/audio-analysis/0DzB1tFmtrW5PU8tX9XijW,227144,4
64,1iifBZFQbZlO1BbeaO3KGi,LOVE SHOT– The 5th Album Repackage,Tempo,EXO,False,57,0.686,0.842,0,-4.423,1,0.1,0.237,0.0,0.0683,0.519,115.944,audio_features,spotify:track:1iifBZFQbZlO1BbeaO3KGi,https://api.spotify.com/v1/tracks/1iifBZFQbZlO1BbeaO3KGi,https://api.spotify.com/v1/audio-analysis/1iifBZFQbZlO1BbeaO3KGi,224483,4
65,3xKsf9qdS1CyvXSMEid6g8,Blonde,Pink + White,Frank Ocean,False,80,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,audio_features,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
66,5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy,Loving Is Easy,"Rex Orange County, Benny Sings",True,78,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,audio_features,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx,155720,4
67,1BiXkuVBXz9IzP7210Zo9I,Clé 2 : Yellow Wood,Side Effects,Stray Kids,False,63,0.443,0.978,2,-1.736,1,0.145,0.0215,0.0,0.0545,0.114,129.987,audio_features,spotify:track:1BiXkuVBXz9IzP7210Zo9I,https://api.spotify.com/v1/tracks/1BiXkuVBXz9IzP7210Zo9I,https://api.spotify.com/v1/audio-analysis/1BiXkuVBXz9IzP7210Zo9I,193853,4
68,7GbUWl6qLW1gdngbEV2WDJ,EX'ACT - The 3rd Album,Monster,EXO,False,70,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,audio_features,spotify:track:7GbUWl6qLW1gdngbEV2WDJ,https://api.spotify.com/v1/tracks/7GbUWl6qLW1gdngbEV2WDJ,https://api.spotify.com/v1/audio-analysis/7GbUWl6qLW1gdngbEV2WDJ,221341,4
69,1jecO8NeYLsVWVptITz4c1,Tú,Tú,maye,False,67,0.732,0.555,5,-7.973,1,0.0326,0.627,0.0,0.112,0.73,114.982,audio_features,spotify:track:1jecO8NeYLsVWVptITz4c1,https://api.spotify.com/v1/tracks/1jecO8NeYLsVWVptITz4c1,https://api.spotify.com/v1/audio-analysis/1jecO8NeYLsVWVptITz4c1,206612,4
70,22UDw8rSfLbUsaAGTXQ4Z8,Shine,American Boy,"Estelle, Kanye West",True,80,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,audio_features,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,284733,4
71,2HklyUw3TR56nVyVJAIhw5,"I like it when you sleep, for you are so beautiful yet so unaware of it",Love Me,The 1975,False,57,0.633,0.8,0,-3.308,0,0.0357,0.00689,4.51e-05,0.609,0.909,97.021,audio_features,spotify:track:2HklyUw3TR56nVyVJAIhw5,https://api.spotify.com/v1/tracks/2HklyUw3TR56nVyVJAIhw5,https://api.spotify.com/v1/audio-analysis/2HklyUw3TR56nVyVJAIhw5,222039,4
72,2awExtNBABpwOFC78XViJd,Ready,Not Thinkin' Bout You,Ruel,False,63,0.66,0.357,10,-8.55,0,0.0594,0.267,0.0,0.0857,0.518,119.835,audio_features,spotify:track:2awExtNBABpwOFC78XViJd,https://api.spotify.com/v1/tracks/2awExtNBABpwOFC78XViJd,https://api.spotify.com/v1/audio-analysis/2awExtNBABpwOFC78XViJd,188387,4
73,6P3opmvaRieLo5vLKRPbjy,Shoot Me : Youth Part 1,WARNING!,DAY6,False,49,0.414,0.893,4,-1.6,0,0.21,0.0134,0.0,0.114,0.639,160.077,audio_features,spotify:track:6P3opmvaRieLo5vLKRPbjy,https://api.spotify.com/v1/tracks/6P3opmvaRieLo5vLKRPbjy,https://api.spotify.com/v1/audio-analysis/6P3opmvaRieLo5vLKRPbjy,205529,4
74,3AzjcOeAmA57TIOr9zF1ZW,Future Nostalgia,Physical,Dua Lipa,False,79,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,audio_features,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/tracks/3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/audio-analysis/3AzjcOeAmA57TIOr9zF1ZW,193829,4
75,6FB3v4YcR57y4tXFcdxI1E,Red (Big Machine Radio Release Special),I Knew You Were Trouble.,Taylor Swift,False,79,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,audio_features,spotify:track:6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E,219720,4
76,3wC2GeJd3Ar4Wi1u5G7FUR,Gemintang Hatiku,Gemintang Hatiku,Tiara Andini,False,55,0.719,0.77,9,-4.167,1,0.036,0.25,0.0,0.0535,0.873,120.024,audio_features,spotify:track:3wC2GeJd3Ar4Wi1u5G7FUR,https://api.spotify.com/v1/tracks/3wC2GeJd3Ar4Wi1u5G7FUR,https://api.spotify.com/v1/audio-analysis/3wC2GeJd3Ar4Wi1u5G7FUR,235980,4
77,5L7EcEdJAZ3TEpWEfsOMLD,Los Amsterdam,Love & War,"Yellow Claw, Yade Lauren",False,51,0.577,0.911,1,-4.449,1,0.0512,0.0186,0.0587,0.159,0.543,160.036,audio_features,spotify:track:5L7EcEdJAZ3TEpWEfsOMLD,https://api.spotify.com/v1/tracks/5L7EcEdJAZ3TEpWEfsOMLD,https://api.spotify.com/v1/audio-analysis/5L7EcEdJAZ3TEpWEfsOMLD,180150,4
78,5w7wuzMzsDer96KqxafeRK,dont smile at me,COPYCAT,Billie Eilish,False,76,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,audio_features,spotify:track:5w7wuzMzsDer96KqxafeRK,https://api.spotify.com/v1/tracks/5w7wuzMzsDer96KqxafeRK,https://api.spotify.com/v1/audio-analysis/5w7wuzMzsDer96KqxafeRK,194711,4
79,3Dv1eDb0MEgF93GpLXlucZ,Hot Pink,Say So,Doja Cat,True,85,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,audio_features,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4
80,4JuJZzGcswQszYiKJSnC6i,Feel Something,I'll Be Good,Jaymes Young,False,70,0.389,0.277,7,-10.757,1,0.0323,0.698,0.0,0.0966,0.125,89.32,audio_features,spotify:track:4JuJZzGcswQszYiKJSnC6i,https://api.spotify.com/v1/tracks/4JuJZzGcswQszYiKJSnC6i,https://api.spotify.com/v1/audio-analysis/4JuJZzGcswQszYiKJSnC6i,247347,4
81,5KiSUjiACMxMuDQn5b0joG,Let Go,Let Go,Island Club,False,37,0.618,0.776,8,-4.94,0,0.0328,0.00175,0.000656,0.0698,0.669,110.043,audio_features,spotify:track:5KiSUjiACMxMuDQn5b0joG,https://api.spotify.com/v1/tracks/5KiSUjiACMxMuDQn5b0joG,https://api.spotify.com/v1/audio-analysis/5KiSUjiACMxMuDQn5b0joG,225837,4
82,0QqdroPD7RVt4pepppIPBJ,A Matter of Time,Ain't No Sunshine,Canen,False,30,0.597,0.252,1,-12.006,0,0.0655,0.902,0.000653,0.0834,0.271,148.253,audio_features,spotify:track:0QqdroPD7RVt4pepppIPBJ,https://api.spotify.com/v1/tracks/0QqdroPD7RVt4pepppIPBJ,https://api.spotify.com/v1/audio-analysis/0QqdroPD7RVt4pepppIPBJ,212807,4
83,54l9GJGQ1UCFKe2tzt1Vxt,Only You (with Little Mix),Only You (with Little Mix),"Cheat Codes, Little Mix",False,64,0.607,0.74,4,-4.793,0,0.172,0.0829,0.0,0.105,0.219,108.05,audio_features,spotify:track:54l9GJGQ1UCFKe2tzt1Vxt,https://api.spotify.com/v1/tracks/54l9GJGQ1UCFKe2tzt1Vxt,https://api.spotify.com/v1/audio-analysis/54l9GJGQ1UCFKe2tzt1Vxt,189401,4
84,32YHCNItnCdiYaPbw0uTo8,Fifty Shades Of Grey (Original Motion Picture Soundtrack),"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",Annie Lennox,False,66,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.357,173.984,audio_features,spotify:track:32YHCNItnCdiYaPbw0uTo8,https://api.spotify.com/v1/tracks/32YHCNItnCdiYaPbw0uTo8,https://api.spotify.com/v1/audio-analysis/32YHCNItnCdiYaPbw0uTo8,210520,3
85,2y8iBf0QRqCKFtePi9Rl2H,Why Do You Love Me,Why Do You Love Me,Charlotte Lawrence,True,66,0.81,0.305,8,-6.165,0,0.0902,0.28,0.000116,0.203,0.732,120.013,audio_features,spotify:track:2y8iBf0QRqCKFtePi9Rl2H,https://api.spotify.com/v1/tracks/2y8iBf0QRqCKFtePi9Rl2H,https://api.spotify.com/v1/audio-analysis/2y8iBf0QRqCKFtePi9Rl2H,171908,4
86,5vubdGDI1f6Dgq8l9kYOXV,Remember Us : Youth Part 2,행복했던 날들이었다 days gone by,DAY6,False,57,0.613,0.874,0,-3.712,0,0.0335,0.00211,0.0,0.134,0.651,102.975,audio_features,spotify:track:5vubdGDI1f6Dgq8l9kYOXV,https://api.spotify.com/v1/tracks/5vubdGDI1f6Dgq8l9kYOXV,https://api.spotify.com/v1/audio-analysis/5vubdGDI1f6Dgq8l9kYOXV,205149,4
87,5Tx2Oy7fXHFGo02NNjrQ9H,What Do You Really Know?,SSR,Reality Club,True,41,0.578,0.842,9,-5.697,0,0.0508,0.00173,0.00293,0.26,0.768,125.967,audio_features,spotify:track:5Tx2Oy7fXHFGo02NNjrQ9H,https://api.spotify.com/v1/tracks/5Tx2Oy7fXHFGo02NNjrQ9H,https://api.spotify.com/v1/audio-analysis/5Tx2Oy7fXHFGo02NNjrQ9H,241462,4
88,7EjYWU5tXssa4BP92PgGUM,What a life - The 1st Mini Album,Closer to you,EXO-SC,False,47,0.737,0.76,7,-3.711,0,0.107,0.393,0.0,0.126,0.56,93.011,audio_features,spotify:track:7EjYWU5tXssa4BP92PgGUM,https://api.spotify.com/v1/tracks/7EjYWU5tXssa4BP92PgGUM,https://api.spotify.com/v1/audio-analysis/7EjYWU5tXssa4BP92PgGUM,187253,4
89,7I0vl97TYZW86qYdgcD1qu,IN LIFE,Back Door,Stray Kids,False,76,0.82,0.842,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952,audio_features,spotify:track:7I0vl97TYZW86qYdgcD1qu,https://api.spotify.com/v1/tracks/7I0vl97TYZW86qYdgcD1qu,https://api.spotify.com/v1/audio-analysis/7I0vl97TYZW86qYdgcD1qu,189287,4
90,2AT8iROs4FQueDv2c8q2KE,AM,R U Mine?,Arctic Monkeys,False,81,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,audio_features,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/tracks/2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/audio-analysis/2AT8iROs4FQueDv2c8q2KE,201726,4
91,39D3rUaCYVYjMAVmNn1S4h,Sofia,Sofia,Tiny Meat Gang,True,56,0.868,0.638,1,-5.328,1,0.0873,0.0504,0.0,0.111,0.342,99.97,audio_features,spotify:track:39D3rUaCYVYjMAVmNn1S4h,https://api.spotify.com/v1/tracks/39D3rUaCYVYjMAVmNn1S4h,https://api.spotify.com/v1/audio-analysis/39D3rUaCYVYjMAVmNn1S4h,158700,4
92,6TfB9r2QKe8KiNuyfEcpzG,Los Amsterdam,Good Day,"Yellow Claw, DJ Snake, Elliphant",False,45,0.646,0.748,9,-5.469,0,0.0389,0.009,0.0,0.283,0.136,103.996,audio_features,spotify:track:6TfB9r2QKe8KiNuyfEcpzG,https://api.spotify.com/v1/tracks/6TfB9r2QKe8KiNuyfEcpzG,https://api.spotify.com/v1/audio-analysis/6TfB9r2QKe8KiNuyfEcpzG,228342,4
93,0g5EKLgdKvNlln7TNqBByK,Encore,Middle,"DJ Snake, Bipolar Sunshine",False,76,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,audio_features,spotify:track:0g5EKLgdKvNlln7TNqBByK,https://api.spotify.com/v1/tracks/0g5EKLgdKvNlln7TNqBByK,https://api.spotify.com/v1/audio-analysis/0g5EKLgdKvNlln7TNqBByK,220573,4
94,4IablJ6SqVNGY4vrseyKxu,Hard Place,Hard Place,H.E.R.,False,66,0.614,0.719,9,-4.694,1,0.0955,0.179,1.72e-05,0.163,0.34,160.075,audio_features,spotify:track:4IablJ6SqVNGY4vrseyKxu,https://api.spotify.com/v1/tracks/4IablJ6SqVNGY4vrseyKxu,https://api.spotify.com/v1/audio-analysis/4IablJ6SqVNGY4vrseyKxu,271733,4
95,0oTyoTKEKMdF3rXcOLyEfN,Bloom,Bloom,Troye Sivan,False,63,0.708,0.701,0,-5.196,1,0.0328,0.031,0.0,0.392,0.504,120.932,audio_features,spotify:track:0oTyoTKEKMdF3rXcOLyEfN,https://api.spotify.com/v1/tracks/0oTyoTKEKMdF3rXcOLyEfN,https://api.spotify.com/v1/audio-analysis/0oTyoTKEKMdF3rXcOLyEfN,222097,4
96,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,In the Name of Love,"Martin Garrix, Bebe Rexha",False,79,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4
97,4FQ3G1zmcbv1ub4yMgFl3n,Be the One (with Kaskade),Be the One (with Kaskade),"Cheat Codes, Kaskade",False,39,0.751,0.763,0,-7.764,1,0.0402,0.0192,0.53,0.0605,0.444,126.073,audio_features,spotify:track:4FQ3G1zmcbv1ub4yMgFl3n,https://api.spotify.com/v1/tracks/4FQ3G1zmcbv1ub4yMgFl3n,https://api.spotify.com/v1/audio-analysis/4FQ3G1zmcbv1ub4yMgFl3n,182857,4
98,2iyWlA4yxOs2hWN3x6fa8g,Scrawny / Are You Bored Yet?,Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",False,50,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,audio_features,spotify:track:2iyWlA4yxOs2hWN3x6fa8g,https://api.spotify.com/v1/tracks/2iyWlA4yxOs2hWN3x6fa8g,https://api.spotify.com/v1/audio-analysis/2iyWlA4yxOs2hWN3x6fa8g,178000,4
99,6ee7CHWggDCiHtZdgzqnJG,Blood Harmony (Deluxe),I Don't Miss You at All,FINNEAS,False,63,0.839,0.316,1,-7.57,0,0.224,0.609,0.0004,0.103,0.531,148.094,audio_features,spotify:track:6ee7CHWggDCiHtZdgzqnJG,https://api.spotify.com/v1/tracks/6ee7CHWggDCiHtZdgzqnJG,https://api.spotify.com/v1/audio-analysis/6ee7CHWggDCiHtZdgzqnJG,128916,4
